MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     1.569538E+04     3.769560E+04     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     9.897857E+06     3.769560E+04     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     4     2     1.360099E+06     2.455071E+04     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3     6     3     9.762598E+05     1.128572E+04     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4     9     4     5.051281E+03     1.045966E+03     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    12     5     2.622258E+02     3.898452E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    13     6     7.721294E+03     3.934223E+03     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    15     7     3.945821E+03     3.490232E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    18     8     2.736449E+04     2.936874E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    20     9     1.530180E+04     6.420398E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    22    10     7.264815E+04     2.504313E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    24    11     5.214750E+04     2.505302E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    27    12     3.618610E+02     2.468620E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    29    13     3.191165E+04     5.120971E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    32    14     2.759959E+01     3.686776E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    34    15     1.762948E+00     9.194500E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    35    16     2.723303E+01     4.106734E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    38    17     1.608241E+00     4.792364E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    39    18     6.693375E+02     2.977121E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    42    19     8.232910E+04     1.234260E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    45    20     5.176365E+04     8.270094E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    48    21     1.446541E+00     1.565735E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    49    22     3.251656E+00     5.399078E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   23    51    23     6.562977E+01     3.550971E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   24    53    24     1.639119E+00     2.524500E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   25    55    25     1.341501E+00     7.453344E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   26    56    26     1.312337E+00     5.655861E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   27    57    27     1.283745E+00     2.056404E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   28    58    28     1.282086E+00     1.061674E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   29    60    29     1.248139E+00     1.587755E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   30    62    30     1.195520E+00     3.263869E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   31    63    31     1.167850E+00     2.474129E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   32    64    32     2.646241E+00     1.885343E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   33    66    33     2.381959E+00     7.277998E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   34    68    34     1.147129E+00     4.297342E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   35    70    35     1.132977E+00     1.840821E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   36    71    36     1.121450E+00     2.277033E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   37    72    37     1.116405E+00     2.380940E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   38    73    38     1.104640E+00     1.407244E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   39    74    39     1.091488E+00     9.967447E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   40    75    40     1.079449E+00     1.763488E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   41    76    41     1.076442E+00     3.335283E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   42    77    42     1.073707E+00     4.239895E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   43    78    43     1.069227E+00     5.479872E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   44    79    44     1.082531E+00     9.578743E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   45    81    45     1.315188E+00     9.977504E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   46    83    46     1.063237E+00     8.982750E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   47    84    47     1.057548E+00     4.053892E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   48    85    48     1.054438E+00     1.478619E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   49    86    49     1.052111E+00     6.513851E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   50    87    50     1.050371E+00     9.528161E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   51    88    51     1.049953E+00     3.934067E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   52    89    52     1.048985E+00     2.721069E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   53    90    53     1.048583E+00     4.111366E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   54    91    54     1.048593E+00     3.092731E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   55    93    55     1.047954E+00     1.917623E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   56    94    56     1.047325E+00     1.068644E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   57    95    57     1.046561E+00     3.819446E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   58    96    58     1.045854E+00     2.299308E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   59    97    59     1.044194E+00     7.905172E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   60    98    60     1.040099E+00     4.005129E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   61    99    61     1.098902E+00     3.905787E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   62   101    62     1.108196E+00     6.362794E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   63   103    63     1.215206E+00     1.117009E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   64   105    64     6.660874E+00     1.102015E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   65   107    65     4.027364E+00     1.088835E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   66   109    66     1.128764E+00     3.437857E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   67   111    67     1.007249E+00     1.045273E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   68   112    68     1.004934E+00     1.582298E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   69   113    69     1.000228E+00     5.394597E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   70   114    70     9.953898E-01     7.563734E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   71   115    71     9.907976E-01     3.513870E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   72   116    72     9.833727E-01     1.403048E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   73   117    73     9.765754E-01     6.535012E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   74   118    74     9.733594E-01     1.092359E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   75   119    75     9.688484E-01     1.977130E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   76   120    76     9.638028E-01     9.926376E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   77   121    77     9.607627E-01     7.948251E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   78   122    78     9.664065E-01     3.477721E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   79   124    79     9.594963E-01     2.773145E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   80   125    80     9.668568E-01     1.909676E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   81   127    81     9.573960E-01     4.310142E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   82   128    82     9.548367E-01     3.009691E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   83   129    83     9.534010E-01     1.637308E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   84   130    84     9.484342E-01     2.848253E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   85   131    85     9.434496E-01     8.911218E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   86   132    86     9.499494E-01     4.342412E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   87   134    87     9.467956E-01     2.382984E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   88   136    88     9.353925E-01     7.149769E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   89   137    89     9.316965E-01     1.477400E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   90   138    90     9.298896E-01     4.634268E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   91   139    91     9.292787E-01     1.051559E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   92   141    92     9.274219E-01     3.951279E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   93   142    93     9.266181E-01     1.225402E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   94   143    94     9.260381E-01     2.098725E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   95   144    95     9.251528E-01     3.006123E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
